780.4878,30.52,22.2439,-4.0118,44.09,344.87
780.4878,29.97,24.311,-8.9691,43.99,339.97
778.5366,29.87,27.4207,-13.9123,44.23,337.98
780.4878,29.33,31.9024,-18.9806,45.31,330.82
777.561,28.4,41.7622,-24.0069,42.83,347
,,,,,
784.3903,40.77,17.872,5.9604,66.43,302.37
779.5122,40.39,17.6341,1.0495,66.45,301.04
784.3903,40.8,20.2317,-4.0053,67.41,300.4
783.4146,40.48,21.7683,-9.1498,68.28,297.05
783.4146,40.63,23.122,-14.0004,68.82,293.64
773.6585,39.37,26.2134,-19.122,68.62,289.74
777.561,39,26.6341,-23.9356,70.38,286.16
790,39.39,26.0625,-28.9176,70.32,288.62
775.6097,39.39,26.0488,-33.9634,60.57,320.6
,,,,,
785.3658,40.53,15.128,5.9512,66.29,304.09
782.439,40.48,16.5549,5.9527,66.33,303.72
783.4146,40.53,18.9512,5.9646,66.45,302.49
784.3903,40.38,19.0976,1.1658,66.51,299.5
779.5122,40.39,17.6341,1.0495,66.45,301.04
780.4878,40.4,15.9695,1.1181,66.15,301.33
779.5122,40.53,16.6463,-3.9306,66.88,302.21
778.5366,40.46,18.2012,-4.1391,67.1,300.7
784.3903,40.46,20.4329,-3.8411,67.17,299.92
779.5122,40.57,20.4329,-3.8483,67.47,299.44
,,,,,
780.4878,50.11,11.872,5.9444,89.48,282.77
777.561,50.26,10.6463,0.9146,89.62,282.82
780.4878,50.2,10.1707,1.0785,89.2,283.75
789.2683,50.27,10.4268,-3.9447,89.04,284.16
780.4878,49.73,11.0305,-9.0137,88.9,284.15
779.5122,49.83,10.4817,-13.8636,87.21,284.98
773.6585,49.27,9.9146,-18.9992,87.88,286.5
778.5366,48.31,11.1768,-24.0061,88.27,284.71
781.4634,48.57,10.5,-29.0194,87.29,291.98
,,,,,
982.439,21.2,32.6159,6.0625,21.6,467.9
982.439,20.91,33.4207,1.0983,21.62,471.56
982.439,20.71,37.1707,-3.9897,21.5,472.26
980.4878,20.33,37.189,-8.8674,20.65,487.88
980.4878,19.64,37.9024,-14.0796,19.75,516.51
,,,,,
980.4878,25.85,28.2073,6.0419,32.42,385.59
981.4634,25.62,31.1159,1.0724,32.29,385.61
977.561,25.55,32.6524,-3.9893,32.64,382.2
979.5122,25.24,34.939,-9.0492,33.31,376.86
984.3903,24.48,40.1341,-13.9135,33.21,376.66
982.439,24.38,40.1341,-14.1193,32.79,381.17
975.6097,24.5,40.0976,-14,33.15,379.89
984,24.58,40.2375,-13.9836,33.2,379.59
980.4878,24.54,40.2256,-13.9264,33.23,378.72
981.4634,24.31,43.9207,-19.0362,31.29,399.35
981.4634,24.54,35.6341,-18.9695,32.66,385.49
983.4146,24.43,41.6159,-18.9966,32.94,383.33
979.5122,24.28,41.6707,-19.0595,32.39,385.32
981.4634,23.88,35.6341,-23.9962,30.61,415
,,,,,
987.3171,26.05,27.3476,5.9646,33.17,378.55
979.5122,25.85,28.8293,0.9779,33.35,381.74
982.439,25.7,33.6768,-3.9878,33.49,381.06
982.439,25.35,34.189,-8.9268,33.76,373.93
985.3658,25.56,25.9939,6.3674,32.91,379.98
984.3903,25.7,26.6524,6.388,33.25,380.68
984.3903,25.82,25.9756,5.9768,33.12,379.56
977,25.6,27.3937,0.7434,33.27,382.04
982.439,25.45,31.8476,-4.069,33.25,380.95
978.5366,25.08,33.4939,-9.0617,33.57,376.17
986.3415,24.37,38.0488,-13.8925,33.73,372.7
987.3171,23.99,41.0122,-19.0187,33.7,371.02
988.2927,23.28,44.7439,-24.0114,32.77,388.99
,,,,,
984.3903,30.45,24.4573,5.8864,43.76,341.8
982.439,30.27,25.9207,1.0518,43.69,340.79
983.4146,30.17,27.4573,-4.0168,44.3,341.45
976,29.75,28.05,-9.0512,44.88,333.48
981.4634,29.61,30.4024,-13.9211,46.29,330.04
983.4146,29.26,33.439,-18.9348,46.45,325.85
982.439,28.18,39.4207,-23.971,46.52,323.69
989.2683,28.87,47.7805,-29.0549,47.64,324.67
982.439,30.12,45.5854,-33.9691,41.22,360.92
,,,,,
980.4878,40.48,19.8841,5.8948,67.85,294.19
985.3658,40.29,21.4756,1.0793,67.62,294.01
985.3658,40.34,22.2256,-3.971,68.49,290.11
984.3903,39.7,22.2073,-8.9619,68.72,292.39
973.6585,38.66,24.3841,-14.0179,67.43,290.33
985.3658,39.09,27.4756,-18.9703,69.53,284.22
982.439,38.41,29.5793,-24.0316,70.96,282.72
976.5854,37.74,33.1646,-28.9809,70.63,279.06
977.561,39.5,37.0793,-33.9741,72.91,272.4
980.4878,40.72,38.9268,-38.9531,74.12,270.37
983.4146,41.65,42.8415,-44.0362,74.63,268.42
,,,,,
980.4878,50.22,13.5183,5.9703,92.02,272.37
985.3658,49.78,14.8171,5.9184,91.46,274
980,49.96,15.25,0.7541,92.12,273.2
976.5854,49.95,14.2317,-4.0964,91.71,273.84
978.5366,50.17,13.2439,-9.0918,91.45,274.1
979.5122,49.42,12.4756,-13.9794,89.98,276.54
978.5366,50.08,12.3841,-19.104,91.44,278.27
980.4878,49.28,13.3354,-23.8803,91.26,275.83
977.561,48.79,13.628,-28.9642,90.71,278.19
979.5122,48.86,16.8476,-33.9748,91.87,270.71
982.439,49.29,17.378,-38.936,92.87,270.63
980.4878,49.08,19.4085,-43.8624,95.17,264.42
,,,,,
985.3658,58.69,8.2134,5.9729,111.69,270.16
985.3658,59.2,7.7195,1.1033,112.45,270.29
982.439,59.61,7.7195,-3.936,112.19,270.64
981.4634,59.61,7.2073,-8.9642,110.8,272.08
985.3658,59.13,5.9634,-13.9798,107.77,279.52
979.5122,59.44,6.2195,-19.069,106.83,280.83
979.5122,59.15,5.7805,-24.0655,107.13,282.69
981.4634,58.28,6.2378,-28.9036,106.69,281.71
977.561,57.8,6.9329,-33.9329,108.27,280.18
977.561,56.37,8.4512,-39.0911,108.72,276.56
982.439,55.86,7.8841,-44.1204,107.55,279.81
,,,,,
1173.6586,20.69,35.2683,5.979,21.99,458.35
1179.5122,20.24,34.5732,0.9055,21.94,462.73
1189.2683,20.03,38.7073,-3.8678,21.51,469.11
1176.5853,19.54,43.4268,-9.1597,21.61,476.47
1191.2195,18.84,45.5671,-13.9047,20.49,497.58
1178.5366,18.42,45.4939,-19.1646,18.66,563.16
,,,,,
1161.9512,25.82,30.0366,5.9897,33.33,378.39
1182.439,25.5,33.4207,1.1021,33.1,379.68
1192.1951,25.37,33.6037,-3.8765,32.89,380.09
1195.1219,25.04,38.5976,-8.8693,33.04,379.44
1184.3903,24.26,39.4573,-14.0358,33.15,378.03
1194.1464,23.86,44.8902,-18.9623,32.95,380.2
1180.4878,23.53,44.6341,-23.9829,29.92,415.3
1175.6097,23.66,44.5427,-29.0701,27.63,455.15
,,,,,
1180.4878,30.31,25.6646,5.9825,45.03,339.58
1196,30.13,27.8438,1.123,44.88,338.52
1169.7561,29.98,28.4085,-4.061,45.15,338.53
1183.4147,29.65,28.5,-9.1208,45.27,335.85
1190.2439,28.98,31.7378,-13.8449,45.11,334.91
1196.0975,28.54,36.6951,-19.3365,45.69,332.55
1173.6586,28.08,44.8537,-23.9466,46.1,327.06
1170,27.94,44.775,-28.832,45.4,329.25
1186.3414,29.44,45.0183,-33.854,43.55,341.68
1178.5366,30.91,43.7927,-39.0313,40.16,369.17
1180.4878,33.56,41.7073,-44.0301,41.5,372.63
,,,,,
1192.1951,40.06,21.9512,6.0084,69.03,295.95
1189.2683,39.5,21.9695,1.0111,67.67,294.29
1182.439,39.64,23.25,-3.8895,68.2,293.91
1160.9756,39.37,23.4695,-8.9718,68.89,294.68
1182.439,38.91,24.3293,-14.0583,69.79,291.62
1198.0488,38.53,27.6585,-18.9337,69.57,288.1
1175.6097,38.26,31.4085,-23.955,71.06,285.82
1178.5366,37.63,36.6951,-28.8708,70.84,280.56
1181.4634,39.15,38.0305,-33.9733,73.27,275.52
1185.3658,40.68,37.2439,-39.0267,74.08,274.96
1178.5366,41.06,44.0305,-43.9143,73.91,271.54
,,,,,
1183.4147,49.36,19.7012,5.9836,92.5,270.49
1186.3414,49.52,17.689,1.0332,93.05,270.65
1167.8049,49.47,16.7195,-3.9059,92.29,272.42
1185.3658,49.24,17.0671,-9.0652,92.1,272.45
1197.0731,48.54,14.5976,-14.1105,91.36,274.35
1186.3414,48.12,15.9878,-18.8079,90.45,274.45
1177.561,48.28,16.1341,-23.6822,90.95,275.86
1176.5853,48.95,14.8171,-19.0309,91.93,277.7
1190.2439,48.26,17.7073,-24.0873,91.83,274.34
1193.1708,47.52,18.9878,-29.1067,90.45,275.08
1172.683,48.45,20.872,-33.9615,92.58,272.49
1181.4634,49,21.6037,-39.0267,94.45,269.16
1192.1951,48.62,22.372,-43.8849,92.76,270.71
,,,,,
1179.5122,59.63,13.811,5.8369,116.5,256.82
1180.4878,59.35,11.9817,0.9703,114.59,258.74
1179.5122,59.8,12.0732,-4.0918,115.14,259.72
1181.4634,59.77,10.4817,-8.8281,113.61,263.4
1181.4634,59.09,9.8963,-14.1094,111.34,266.61
1176.5853,59.05,8.6707,-19.0255,109.79,272.44
,,,,,
1597.0731,19.92,35.9451,5.9668,20.97,480.38
1597.0731,19.88,38.9451,0.9931,21.13,477.78
1597.0731,19.64,39.6951,-4.0309,20.9,482.85
1596.0975,19.35,47.1768,-9.0271,20.36,491.2
1596.0975,19.25,47.1768,-13.9771,20.59,487.75
1596.0975,19.04,47.1768,-18.9931,18.63,542.33
,,,,,
1578.5366,24.98,33.311,5.9287,32.84,379.6
1578.5366,24.87,33.3476,1.0469,32.87,381.54
1581.4634,25,36.0732,-3.9768,32.93,383.51
1581.4634,24.43,40.9024,-8.9867,31.75,389.61
1580,24.53,44.625,-14.0277,32.79,381.09
1582.439,24.38,46.9207,-18.9634,32.09,386.17
1578.5366,24.24,51.3476,-23.9642,32.5,388.07
1581.4634,24.78,51.4024,-28.9947,32.15,395.86
1581.4634,25.59,49.1524,-33.9924,29.67,419.61
1580.4878,26.79,48.3841,-38.9649,28.23,440.73
,,,,,
1580.4878,29.73,30.3841,5.9604,44.09,337.84
1579.5122,29.52,31.8659,0.9935,44.11,337.57
1581.4634,30.2,31.9024,-3.9958,45.28,336.14
1582.439,29.52,35.6707,-8.971,43.85,339.64
1582.439,29.24,39.4207,-13.995,44.02,335.29
1578.5366,29.65,44.5976,-18.9596,45.79,329.13
1580.4878,29.1,47.6341,-23.9417,46.19,327.46
1580.4878,29.36,45.3841,-29.0335,45.52,330.74
1580.4878,30.11,51.4939,-34.0274,45.01,330.89
1590.2439,32.05,51.4207,-39.037,46.34,326.45
1583.4147,33.45,51.439,-44.0495,46.75,328.35
,,,,,
1580.4878,40.23,25.1341,6.0271,70.22,289.05
1580.4878,39.65,25.1341,5.9893,69.25,290.58
1579.5122,39.54,27.5671,1.1242,69.2,289.87
1578.5366,39.89,25.8476,-3.9947,69.4,289.14
1581.4634,39.85,28.9024,-8.9813,69.69,287.87
1581.4634,39.78,30.4024,-14.0255,69.93,286.42
1579.5122,39.49,36.7683,-18.963,69.67,285.52
1579.5122,39.38,37.0976,-23.976,71.03,281.74
1579.5122,38.89,40.811,-28.9992,70.32,280.45
1578.5366,40.14,36.9695,-34.0118,71.74,279.76
1578.5366,41.3,40.4085,-39.0217,74.8,271.85
1578.5366,41.78,44.0305,-43.9493,74.32,267.21
,,,,,
1581.4634,49.53,23.6524,5.9474,94.03,267.1
1580.4878,49.61,24.4573,1.04,94.29,266.62
1579.5122,49.64,22.9024,-3.9554,93.61,268.93
1576.5853,49.7,22.5183,-8.9508,93.79,268.36
1580.4878,49.39,22.1524,-13.9771,93.29,268.32
1585.3658,49.37,22.0793,-18.9314,93.24,268.62
1584.3903,49.5,22.9024,-23.9821,92.77,272.61
1578.5366,49.23,22.3902,-28.9737,91.86,273.68
1582.439,49.26,24.0183,-33.9733,92.59,270.26
1581.4634,49.56,23.7622,-38.9874,93.57,269.34
1579.5122,49.84,24.5305,-43.9851,93.76,268.42
,,,,,
1578.5366,58.22,17.9634,6.271,117.75,256.52
1578.5366,58.65,17.4146,1.1079,117.27,257.48
1584.3903,59.41,16.8659,-3.9722,117.52,258.03
1586.3414,59.41,16.0244,-8.9813,115.71,262.2
1581.4634,59.34,16.1341,-9.0053,115.49,262.14
1584.3903,59.39,15.0915,-13.9627,115.02,263.67
1580.4878,59.51,14.7439,-19.0473,112.72,267.43
1580.4878,59.73,15.1098,-23.9695,112.14,270.01
1580.4878,58.91,16.2439,-28.971,110.35,270.5
1580.4878,58.17,16.5915,-33.9604,111.68,268.07
1580.4878,57.5,15.878,-38.9825,111.34,270.18
,,,,,
1997,20.14,40.4437,5.5707,20.31,499.05
1997.0731,20.02,42,1.0663,19.99,506.38
2000,20,42,-3.9691,19.79,510.8
1997.0731,19.72,42,-9.0225,20.04,503.47
1997.0731,19.27,41.25,-14.005,20.17,498.98
1999.0244,19.21,45,-19.0309,20.15,498.86
1999.0244,19.41,45,-24.0042,21.32,475.04
1993.1708,19.87,48,-28.939,20.6,488.42
,,,,,
1983.4147,25.48,34.939,4.9973,32.87,382.28
1979.5122,25.16,34.5,0.8232,32.49,384.19
1979.5122,25.41,38.25,-4.0804,32.85,381.67
1983.4147,25.26,34.5,-8.9604,33.01,379.33
1983.4147,24.7,36,-13.984,32.59,381.43
1981.4634,24.8,40.5,-18.96,33.61,372.96
1984.3903,24.36,40.5,-24.0488,33.05,375.7
1987,24.86,42.7313,-28.941,33.98,370.66
1981.4634,25.68,48,-34.0046,34.06,365.96
1986.3414,26.89,53.25,-38.9909,32.93,378.36
1984.3903,28.85,54.1463,-44.0827,31.39,398.79
,,,,,
1980.4878,30.51,31.1341,5.9444,44.15,336
1980.4878,30.39,31.5,1.037,44.47,338.77
1981.4634,30.78,31.9024,-3.9931,45.43,332.99
1980.4878,30.05,32.3963,-8.9748,44.11,340.21
1983.4147,30.22,32.25,-13.9817,44.94,335.99
1983.4147,29.89,34.4634,-18.915,45.06,330.78
1981.4634,29.75,35.25,-23.9798,45.31,326.91
1984.3903,29.95,38.9268,-29.0232,46.21,321.89
1983.4147,30.94,42.1463,-33.9798,47,318.52
1984.3903,32.25,46.9573,-39.0122,48.28,316.04
1979.5122,33.31,52.8659,-43.9524,47.62,316.06
,,,,,
1976.5853,40.73,27.311,5.9474,69.59,289.53
1982.439,40.66,26.6707,1.0777,69.48,289.53
1998.0488,40.76,26.9634,-4.0431,69.41,292.71
1975.6097,40.79,28.0427,-8.9741,69.78,289.81
1984.3903,40.42,28.2073,-13.9779,69.54,288.02
1981.4634,40.08,28.2439,-19.0396,69.78,284.66
1998.0488,39.85,30.7134,-23.947,70.83,283.27
1984.3903,39.58,32.7073,-29.0377,71.27,279.49
1979.5122,40.21,34.2073,-33.9737,72.65,276.85
1981.4634,40.84,35.8537,-38.9364,73.28,274.2
1984.3903,41.82,40.5915,-43.8906,73.81,269.67
,,,,,
1981.4634,51.06,24.4024,5.9154,95.14,265.52
1979.5122,50.93,25.1159,1.0507,95.18,264.64
1982.439,50.59,25.1707,-3.9832,93.85,264.04
1999.0244,50.66,25.4085,-8.9181,94.96,265.5
1985.3658,50.52,25.2256,-14.0381,94.56,266.06
1979.5122,50.01,25.7195,-18.9642,94.31,263.91
1982.439,49.73,24.8598,-23.9707,94.81,261.12
1986.3414,49.43,23.872,-28.936,95.7,261.32
1996.0975,49.27,25.9207,-34.0255,95.92,259.51
1986.3414,49.45,28.3171,-38.9619,97.08,257.36
1981.4634,49.96,27.6037,-43.9775,97.31,259.38
1996.0975,49.27,25.9207,-34.0255,95.92,259.51
,,,,,
1978.5366,61.59,23.872,5.5042,120.6,250.21
1982,60.61,22.125,0.8559,119.45,250.56
1978.5366,60.84,20.9817,-3.952,118.35,253.63
1977.561,60.98,20.2683,-9.0442,118.44,253.94
1980.4878,60.9,19.3171,-14.0149,118.02,256.19
1977.561,60.84,17.9268,-18.9569,117.95,257.92
1980.4878,59.84,18.6402,-23.9367,116.79,256.6
1979.5122,59.72,17.1768,-29.0168,116.27,260.51
1983.4147,59.37,18.0915,-33.8922,118.19,257.55
1977.561,58.67,18.3659,-38.8849,117.6,257.43
1983,58.18,18.5438,-44.0859,117.44,258.53
,,,,,
2368.7805,19.89,49.6646,5.9726,18.46,541.09
2385.366,19.76,49.5,0.9295,18.08,556.08
2372.6829,19.7,49.5,-4.1292,17.77,567.91
2362.9268,19.74,49.5,-9.1825,18.31,561.71
2392.1951,19.38,49.5,-14.1757,16.46,616.17
,,,,,
2383.4146,25.23,41.25,5.5309,31.13,401.29
2368.7805,24.92,43.5,1.0171,31.11,405.48
2367.8049,24.85,45,-3.9356,30.76,407.7
2378.5366,24.65,48.75,-9.0617,30.73,414.58
2388.2927,24.77,48,-13.9104,30.31,415.1
2364.8779,24.69,48,-19.0499,30.9,410.55
2385.366,24.57,48,-23.9909,31.42,398.11
2380.4878,24.53,48,-28.9005,32.68,384.35
