979.5122,71.9,3.6768,6.2618,135.2,271.05
976.5854,73.74,1.5915,0.8449,137.13,275.12
982.439,74.35,2.5427,-4.029,140.51,270.19
984,73.49,-0.7312,-9.0531,132.23,290.09
983.4146,73.76,-2.6341,-13.9017,125.44,302.51
982,72.86,-1.5938,-19.0234,124.94,295.1
975.6097,73.19,-0.3841,-23.9992,120.95,295.23
976.5854,67.29,1.3902,-29.0652,120.01,288.28
981,64.56,2.7562,-33.9668,118.3,286.05
978.5366,61.68,3.6037,-38.8685,115.46,286.57
986.3415,61.21,4.4817,-44.0293,111.9,286.72
,,,,,
1180.4878,72.39,6.2744,6.3792,136.66,264.95
1176.5853,74.28,5.3232,1.0808,140.66,264.24
1192.1951,75.16,3.3659,-3.8746,140.97,266.36
1167.8049,73.98,5.5061,-9.2088,141.21,268.27
1189.2683,73.29,1.1159,-13.9211,134.31,284.43
1177,72.63,0.6187,-18.8266,127.58,300.13
1176.5853,71.76,2.6159,-23.8971,128.2,285.84
1196.0975,67.67,3.1646,-28.8125,124.74,285.03
1183.4147,65.21,3.622,-34.3316,117.37,300.06
1185.3658,61.9,6.8049,-39.0587,120.55,280.2
1187.317,61.72,7.3171,-43.9173,117,284.44
,,,,,
1581.4634,72.05,10.9939,5.7416,145.53,251.85
1580.4878,73.06,10.2073,1.0785,146.72,253.62
1579.5122,74.71,9.5305,-3.9093,147.02,258.95
1584.3903,75.56,8.0854,-9.0629,144.65,263.97
1582.439,75.71,7.7744,-13.92,141.45,269.9
1579.5122,75.58,7.6463,-13.9779,141.06,270.02
1583,76.94,7.6687,-18.9961,139.09,272.32
1584.3903,76.65,8.7622,-24.0149,137.17,273.54
1576,72.62,9.6563,-28.9785,134.09,271.47
1581.4634,67.42,10.1524,-34.0248,127.87,276.55
1581.4634,63.4,11.4878,-38.9806,124.49,274.27
1583.4147,63.24,12.6585,-43.9375,121.75,269.41
,,,,,
1982.439,73.18,16.1341,5.4139,146.64,250.38
1975.6097,74.6,15.9695,1.0979,148.94,249.49
1985.3658,76.48,15.6951,-3.963,150.73,249.27
1982.439,76.65,14.2683,-8.9425,149.42,251.83
1980.4878,77.71,11.7256,-13.9531,147.59,257.79
1980.4878,77.52,10.7195,-18.9409,141.86,266.38
1975.6097,77.5,13.5,-24.0522,144.06,258.03
1984.3903,75.86,12.75,-28.9779,142.2,257.35
1975.6097,72.5,12.7866,-33.9676,137.03,262.52
1978.5366,68.9,13.7195,-38.9775,134.13,257.07
1978.5366,68.01,14.1585,-43.963,127.57,264.52
,,,,,
2386.3416,75.72,19.8293,5.4958,151.88,248.59
2374.634,76.23,18.6951,1.3502,153.11,245.59
2385.366,77.78,17.7622,-4.3769,155.9,249.59
2376.5854,78.3,16.3171,-9.3136,155.33,252.03
2377.561,78.51,15.9329,-13.7081,153.47,253.98
2378.5366,77.99,15.2561,-19.1986,153.45,253.44
2379.5122,77.47,16.0061,-24.2008,153.71,254.67
2383,76.95,16.0125,-28.8023,148.67,259.31
2388.2927,74.05,18.0366,-33.9985,146.73,256.33
2376.5854,68.93,18.311,-38.8902,144.14,256.54
2384.3901,68.41,20.7622,-44.2893,141.32,257.48
,,,,,
2784.3901,74.36,23.7622,5.609,156.43,253.75
2779,75.8,22.275,0.8805,158.29,255.15
2779,77.11,21.0562,-4.0555,158.82,257.07
2778.5366,77.43,19.5915,-8.9832,160.65,254.49
2778.5366,77.04,18.6768,-13.9417,159.47,255.02
2779.5122,77.24,19.6463,-18.9123,159.34,256.51
2779.5122,73.69,20.0305,-24.029,158.98,256.48
2779.5122,72.77,21.2378,-29.0553,160.43,256.05
2784,71.19,22.8,-34,159.61,251.89
2777.561,67.59,22.3537,-38.9707,157.97,254.99
2779,66.89,22.8563,-44.0527,155.4,256.24
,,,,,
3184.3901,83.52,22.3902,5.5293,164.96,255.77
3182,82.68,21.9937,1.1359,167.72,255.2
3178.5366,81.33,19.9573,-3.9329,170.95,252.4
3182.439,81.5,19.5183,-8.9768,169.17,255.52
3178.5366,81.08,17.9268,-13.9928,166.4,258.36
3181.4634,80.06,18.8049,-19.0267,167.27,258.52
3182.439,79.83,19.2439,-24.0221,166.46,258.04
3182.439,79.37,18.9695,-28.9569,164.15,259.78
3180.4878,74.53,19.6646,-34.0381,161.06,258.51
3179.5122,70.33,20.689,-38.9703,158.3,257.46
3181.4634,69.69,21.622,-44.0114,155.55,257.27
,,,,,
3581.4634,80.75,23.2317,5.4466,163.09,257.79
3576.5854,81.45,21.8049,1.1883,164.7,256.98
3576.5854,82.54,22.6829,-4.2104,168.78,255
3575.6099,82.99,21.439,-8.6486,169.02,255.67
3577,82.58,20.2875,-13.5891,169.58,260.08
3592.1951,82.28,20.2317,-19.3224,167.79,259.79
3587.3171,79.72,19.4817,-24.4379,169.08,258.61
3582.439,80.23,19.1707,-29.2828,165.41,264.93
3581.4634,77.94,20.5244,-34.2378,162.8,262.61
3576.5854,76.16,22.0793,-38.5114,160.2,263.13
3577.561,75.74,22.7195,-43.6349,155.97,266.03
,,,,,
3985.366,85.45,22.1159,5.5187,179.23,267.77
3982.439,86,21.4756,1.1711,181.13,266.73
3987,87.51,20.7938,-3.9066,182.67,269.46
3985.366,88.22,20.4512,-8.9367,183.46,270.81
3983.4146,87.52,18.1098,-14.0152,180.13,264.68
3981.4634,87.01,19.5366,-18.9371,180.48,273.76
3981,84.34,20.1187,-24.1266,177.39,275.87
3983.4146,84.65,19.9024,-28.944,172.52,282.13
3984.3901,81.39,20.6159,-33.9097,167.25,278.3
3981.4634,78.02,21.2744,-39.0301,160.58,280.06
3978.5366,77.63,22.1341,-43.846,154.73,284.78
,,,,,
4381.4634,84.08,24.3476,5.1757,178.75,271.3
4378.5366,84.89,23.7439,1.2077,180.84,270.7
4380.4878,88.26,21.1646,-3.9943,183.58,275.76
4378.5366,88.31,21,-8.9619,181.97,276.55
4382.439,87.64,21.5854,-14.0495,181.49,274.56
4376.5854,87.7,22.061,-18.9703,179.49,277.47
4380.4878,85.89,23.0488,-24.0903,176.6,276.52
4379.5122,84,24.0915,-28.971,172.91,276.26
4373.6587,80.16,23.6159,-34.0297,165.28,274.48
4381.4634,76.56,27.3659,-38.9646,160.43,274.51
4383.4146,76.11,28.372,-44.0846,152.34,279.03
,,,,,
4774.6343,87.44,23.7439,5.4299,178.08,301.26
4763.9023,88.31,24.0366,0.4181,180.16,296.15
4778.5366,90.25,24.7866,-3.771,182.28,294.21
4799.0244,90.25,22.3171,-9.3883,181.29,295.37
4784.3901,89.26,23.4695,-13.7748,180.61,292.8
4793.1709,87.65,24.4939,-19.197,178.44,291.04
4798.0488,86.14,25.4451,-24.1014,175.23,297.67
4796,84.02,25.0875,-29.1984,169.67,300.29
4774.6343,80.75,26.378,-33.774,166.93,293.37
4791.2197,76.96,29.2317,-38.9855,158.76,294.33
4782.439,76.5,32.122,-43.9596,151.71,301.65
,,,,,
5179.5122,93.62,21.1829,5.5415,178.03,312.29
5179.5122,94.58,20.6707,1.1509,180.06,311.91
5181.4634,94.75,19.939,-4.0655,179.1,313.15
5179.5122,94.42,20.4878,-8.8941,176.91,315.37
5183.4146,93.05,21.128,-14.0038,174.62,315.15
5178.5366,91.13,21.9329,-18.9367,170.77,314.79
5182.439,89.35,23.25,-23.9341,167.99,312.93
,,,,,
5582.439,92.74,20.8354,5.6319,172.55,330.47
5578.5366,92.59,20.872,1.1677,171.82,328.11
5578.5366,91.81,21.2744,-3.8155,170.14,328.33
5578.5366,90.52,21.75,-8.9028,166.93,327.58
,,,,,
5976.5854,91.91,22.6098,5.255,162.69,337.07
5961.9512,90.86,22.4451,1.1776,159.56,337.87
5974.6343,89.74,22.4817,-3.8216,154.98,337.69
5963.9023,86.72,22.1341,-9.0004,148.87,343.46
,,,,,
1000,22.04,33.75,6.0694,24.02,439.4
1000,21.64,33.75,1.0408,24.03,440
1000,21.22,36,-4.0316,23.82,441.69
997.0732,20.93,42.6768,-8.9642,23.6,444.9
999.0244,20.69,36.7317,-13.9341,24.03,446.5
,,,,,
1480,28.22,30.7683,5.9367,39.77,353.52
1480,27.79,30.75,0.9554,39.94,350.21
1480,27.75,31.5,-4.0187,39.92,350.78
1480,27.18,34.5,-8.9314,39.54,351.63
1480,26.76,37.5732,-14.2218,39.86,353.68
1480,26.44,45.3659,-18.8838,39.55,350.93
1480,26.28,47.8902,-24.0152,39.72,348.06
1480,26.46,47.7622,-29.0149,39.63,351.85
1480,27.99,46.5,-34.2473,39.98,354.29
1480,28.16,42.75,-33.8575,39.63,358.26
,,,,,
1981.4634,25.36,35.6524,5.5046,31.94,392.95
1981.4634,25.2,36,1.0095,32.26,387.45
1980.4878,24.94,36,1.0091,31.93,390.84
1983.4147,24.72,36,-4,31.54,392.99
1977.561,24.81,37.5,-8.9722,31.66,391.32
1979.5122,24.64,37.5,-13.9665,31.72,390.71
1980.4878,24.26,38.25,-18.9226,31.66,388.65
1982.439,23.88,41.25,-24.0393,31.6,384.55
1980.4878,24.07,44.25,-29.0088,32.01,378.94
1980.4878,24.86,49.4817,-33.9996,31.8,379.42
1979.5122,26.92,48,-39.0088,31.64,393.31
,,,,,
2985.366,32.71,34.2256,5.4055,47.66,341.26
2979.5122,32.91,34.2073,1.0316,47.57,340.76
2970.7317,33.03,36,-3.8952,47.56,340.57
2981.4634,33.03,36,-8.8963,47.61,340.23
2972.6829,32.74,36,-14.0217,47.72,340.23
2989.2683,32.57,36.75,-18.8533,47.5,338.78
2982.439,32.34,38.25,-23.8609,47.42,337.4
2984.3901,32.21,39,-29.2054,47.77,334.77
2972.6829,32.06,40.7561,-34.2283,47.88,331.68
2979,32.78,45,-39.0148,47.82,329.91
2975.6099,34.04,47.5793,-44.003,47.58,330.11
,,,,,
778.5366,21.98,32.6524,6.0065,22.38,446.62
774.6342,21.63,32.6341,5.9947,22.22,453.86
782.439,21.53,31.9207,1.0537,22.77,452.48
781.4634,21.03,31.8293,-3.9577,21.85,465.2
779.5122,20.34,31.8841,-8.9341,19.91,507.78
,,,,,
784.3903,25.97,26.6707,5.9756,31.85,391.26
774.6342,25.98,28.8841,1.0694,32.43,389.44
780.4878,25.88,31.1341,-3.9436,32.87,384.08
784.3903,25.38,34.189,-9.1307,33.36,381.37
781.4634,25.17,34.939,-14.0339,32.71,385.04
785.3658,24.34,34.9207,-19.0614,30.39,414.97
,,,,,
781.4634,31.01,23.6524,5.9802,43.3,348.12
784.3903,30.82,25.1341,1.0088,43.42,348.38
780.4878,30.66,26.6524,-4.0408,43.66,347.09
778.5366,30.03,28.4817,-8.9345,43.99,343.16
782.439,29.93,32.5061,-13.8941,44.22,338.38
786.3415,29.19,39.4939,-19.1014,45.08,333.19
787.3171,28.87,37.939,-23.9703,45.75,331.53
778.5366,29.6,37.8293,-28.9226,42,364.42
,,,,,
782.439,30.88,19.1524,5.9699,43.23,349.75
778.5366,30.7,21.4024,1.1349,43.74,346.98
